Macho_id Sigma_B Sigma_B_comp Eta_B Eta_B_comp stetson_L_B stetson_L_B_comp CuSum_B CuSum_B_comp B-R B-R_comp class
60.6990.36 0.541944159764 0.953105433549 -0.00300457983428 0.930513469559 -0.273386254341 0.673211903056 0.340345808984 0.547577283223 -1.07180909091 0.890565708267 2
62.6636.1755 0.087834225962 0.939207772445 -0.00813643376954 0.803509040036 6.02045982861 0.379849475295 0.362655439549 0.840838892589 -0.535424657534 0.613958373257 2
62.6749.2315 0.290176896512 0.921627747623 -0.00687974423873 0.618512801966 0.60180362667 0.635439699513 0.403734326502 0.630043072147 -1.52175942029 0.719081212426 2
7.7180.314 0.549418666284 0.8528317634 -0.00982141800576 0.865438274467 -1.83450634478 0.757806211523 0.327769535353 0.851181901218 -0.0549312080537 0.826432335567 2
7.7662.182 0.50874524803 0.986824250356 -0.00817521635869 0.973251044109 1.2394092264 0.726285996139 0.329690268548 0.815760617408 -0.686946619217 0.783260295324 2
7.8387.210 0.879294049211 0.974939953754 -0.0131884050536 0.839788219243 0.281261125594 0.763920623286 0.297881740948 0.816854937855 0.587966783217 0.928162989278 2
7.8389.147 0.36193623043 0.981665620779 -0.0228299961054 0.898044723809 0.985959762076 0.68778492744 0.219758616146 0.688972719302 -0.547803603604 0.963130380628 2
78.5860.310 0.130254720547 0.90964481581 -0.0222065255534 0.78432272206 -3.92372874078 0.779265146115 0.424325567174 0.893017764896 -0.278842175066 0.886968030141 2
78.6100.453 0.316219791974 0.960563053357 -0.0131578379142 0.827567104218 0.488866225758 0.756231758376 0.388871029842 0.81945014583 -0.57677852349 0.849015685134 2
78.6342.306 1.14257649571 0.923045887256 -0.0148800053073 0.9769232738 -0.381821745169 0.787801635416 0.244958213701 0.846733239377 -1.16952154532 0.954402863198 2
78.6827.881 0.658338203321 0.989506584996 -0.0439708429229 0.958018559522 0.725940942891 0.786385913297 0.223180125304 0.823620720323 1.59318459302 0.939970837986 2
79.4655.4750 0.882201152364 0.985534899339 -0.0146465898207 0.970732775172 0.271828223215 0.869519194262 0.270777677793 0.961486531917 1.00939795114 0.89292143866 2
79.4656.3643 0.853965446607 0.881923106955 -0.0471974609422 0.963053199299 0.899114384815 0.683089616993 0.290988730228 0.88066318142 0.470092286501 0.928909307462 2
79.4772.148 0.428052223392 0.89833733576 -0.00645712003287 0.879712774304 1.36552842148 0.66050127938 0.384658452259 0.759352978997 -0.638662509171 0.886094579779 2
79.4898.216 0.554059599666 0.938604565983 -0.0082368292842 0.934354569553 1.1844404355 0.560134977749 0.340675515558 0.934089054357 -0.871681783825 0.582994237874 2
79.4900.413 0.739787509775 0.555589004987 -0.014595027104 0.779355705191 -0.875743589917 0.628147247632 0.346301899354 0.40804908388 -0.111905165767 0.667131294765 2
79.5377.288 0.391080720052 0.696503845109 -0.0111271248324 0.786056132897 -3.24074988294 0.632874480707 0.404296448872 0.648074783629 0.66228406633 0.657967772861 2
80.6708.5218 0.712854364937 0.979157591505 -0.00867666185801 0.961046196438 0.582803568878 0.910217378272 0.261639577251 0.932771392425 -1.10997602996 0.94373329853 2
80.7071.3521 1.06996648316 0.971391510658 -0.0231208550216 0.985507500586 -0.35352144658 0.696734462421 0.212677973793 0.903774401034 1.85098397669 0.915257931112 2
81.8519.234 1.30126759574 0.934874677941 -0.011952004086 0.988138975742 0.295493174085 0.67735858898 0.166063576897 0.716915289562 0.246619843924 0.840850960875 2
81.8520.155 0.259903980695 0.972885984576 -0.00957186414835 0.96032486339 1.99627163848 0.684984390564 0.384436664303 0.83119454559 -0.717145785877 0.957488380884 2
81.8756.399 0.984210126957 0.80021011575 -0.0143959004755 0.940626861871 -0.462462602759 0.554749586612 0.320899596998 0.697086249809 0.344410835214 0.831894908546 2
81.8884.125 0.184320518627 0.922366606241 -0.0106529213473 0.814193644976 1.85771862111 0.747586126044 0.377054248863 0.854961175698 -0.680916380298 0.754037756743 2
81.8885.145 0.615164425018 0.86095968157 -0.00636314478246 0.890432566489 -0.120917638531 0.756339666829 0.306746920187 0.81278176682 -1.37158023256 0.532479365273 2
81.9361.377 0.252767254874 0.93090462312 -0.0424146048456 0.481138084439 1.27184017822 0.751167936212 0.420310450711 0.898185152137 1.06970382883 0.559534591513 2
81.9362.110 0.462331592506 0.939983311082 -0.0149400836421 0.82317741143 0.191587999206 0.539992264079 0.391344072776 0.819561155759 -0.5158 0.892173318211 2
9.4270.31 0.310304136436 0.863264560401 -0.00779317352088 0.600148899462 -2.14570951821 0.693089303149 0.395491862435 0.614153739004 -1.71957968476 0.685483396048 2
9.4512.139 0.411429482243 0.931069691823 -0.00934250582224 0.938350743929 2.25168632747 0.743611923953 0.370404669695 0.753963350558 -0.178300209205 0.839535796393 2
9.4520.158 0.496657450644 0.925882640877 -0.0063369352248 0.802775386916 0.409758853451 0.753399967994 0.362337946299 0.77042619617 -1.93533367451 0.968324418546 2
1.3441.15 1.27918601956 0.970451180668 -0.0301329880926 0.995865311425 0.405423893984 0.947595533603 0.0525205120875 0.933880182296 -1.31976426426 0.991510868731 3
1.3441.45 2.30811992341 0.984191799063 -0.0285926348948 0.98475718112 -1.70267122846 0.945739388573 0.0333781831357 0.938664499149 0.230468292683 0.985022347109 3
1.3443.26 2.17409365346 0.993585499382 -0.0188218566094 0.991616378874 0.390677183325 0.953834598294 0.0399158152043 0.934368979655 0.0610032206119 0.987881347235 3
1.3443.30 2.11887673751 0.974605418806 -0.0193589068941 0.981903409781 -0.0557406465953 0.925749425534 0.0275911257953 0.96883401491 0.0383923826395 0.988574281671 3
1.3447.36 1.97448809858 0.959232495806 -0.0285982235652 0.996327112557 -0.144492957247 0.972905411096 0.027474223925 0.937103403651 1.80434681042 0.996630967062 3
1.3448.13 1.03968854783 0.983320673284 -0.0282180846507 0.990940189699 -1.12797507539 0.920760721679 0.0609203869373 0.925361756652 -1.59709383625 0.988892837602 3
1.3449.62 1.56919680261 0.986133899868 -0.0240545231732 0.988240999892 0.652418387801 0.786539669065 0.0587221030525 0.825395287173 -0.0239548192771 0.976304886598 3
1.3451.33 1.78203521807 0.994388046939 -0.026451583312 0.994189243583 0.902000977985 0.947854277529 0.0454262037985 0.948846308728 1.14166824645 0.938439849269 3
1.3451.9 1.86560787076 0.987219712941 -0.0216465802741 0.92195491651 -1.08431009122 0.804992641826 0.0678038398108 0.904101999396 1.16063191153 0.961409348437 3
1.3562.12 1.38101653598 0.963242410087 -0.019241869243 0.996284636568 1.53265787655 0.899770988564 0.0438169019081 0.924654043147 -0.360741456166 0.973794738365 3
1.3563.34 1.98722768999 0.958402900294 -0.0219125017162 0.967976934647 -0.140117434739 0.759145703975 0.0675445243121 0.53944783037 -0.310112852665 0.929097690097 3
1.3565.47 2.05214691836 0.978794533474 -0.0280806871569 0.988436344286 -0.268296898699 0.868319934427 0.0600709670051 0.840146932752 -0.367085626911 0.988163668216 3
1.3565.87 2.02333361208 0.975268417432 -0.0133036199988 0.997880894065 9.57143759979e-05 0.958968024998 0.0505294001335 0.949957430964 -0.00159650735295 0.996299032094 3
1.3567.1010 2.12646099392 0.968373169803 -0.0251052253105 0.993176019931 -1.00325712665 0.863671901086 0.0446569932038 0.944013690192 1.25425976385 0.986570892938 3
1.3570.29 2.09722400556 0.969644588952 -0.015217193546 0.99658990201 0.434983612098 0.946408799072 0.0316102235409 0.969131162624 -0.206916591115 0.99293039626 3
1.3570.32 2.15664383482 0.977398312425 -0.0249973068806 0.992221289119 0.887983627616 0.900482487471 0.0284975122923 0.953909611054 0.674281842818 0.988427991724 3
1.3571.25 2.12784067757 0.983191613432 -0.00810199291341 0.992723577926 -0.691347854698 0.952355912388 0.0321411577058 0.937186910793 -0.172315454545 0.988149819825 3
1.3571.31 2.14157111523 0.985794578886 -0.0297191342827 0.996227555866 -0.744397999957 0.937538880178 0.0267829555985 0.939419694863 0.0356119402985 0.984823903075 3
1.3572.23 2.18618510383 0.985487319652 -0.0461896298886 0.994765468775 0.0340225418479 0.912219031338 0.0352466303599 0.906853221222 0.582834154351 0.993061755182 3
1.3683.25 2.39273725102 0.983833180459 -0.0166210714045 0.985933014603 -1.8021183432 0.962201223712 0.0244355910566 0.904754597027 -0.164203252033 0.979491684447 3
1.3685.41 2.2844770614 0.905196956981 -0.0340074204514 0.967585543835 0.318451248454 0.970949920753 0.0376736506832 0.905091910836 2.2438251634 0.991055238108 3
1.3686.7 0.798971328012 0.995759586713 -0.0338344616295 0.990871903003 2.07953817872 0.971872681654 0.0592382278938 0.956675401184 -0.418129798903 0.983646410609 3
1.3689.21 1.05460897079 0.970738290156 -0.0147449764999 0.992598367874 0.260035464939 0.940380032401 0.0442254857704 0.9357551284 -0.522775381851 0.983966428211 3
1.3691.19 2.08106096858 0.968066574144 -0.0182991261221 0.997610255373 0.762283003279 0.951400802036 0.0533318579059 0.954040052576 -0.313609756098 0.996089987642 3
1.3691.32 2.11419898646 0.973686687145 -0.0170015508868 0.998752976638 0.636392174749 0.920346360374 0.0378393022008 0.952719406075 0.19003649635 0.972950743578 3
1.3691.37 2.03576271633 0.97156779293 -0.0223802049563 0.985890646053 1.03563994534 0.958642106742 0.0296629107716 0.905149751677 1.67170700637 0.992274608811 3
1.3692.16 1.01316614902 0.965996534769 -0.0312367721623 0.9947541684 -2.76959443783 0.933123610596 0.0403947918711 0.966097335398 0.167766034327 0.991987089808 3
1.3692.17 1.007003813 0.95967165476 -0.0247109490146 0.992614564455 2.30514044265 0.976520459501 0.0387148718076 0.918574122636 -0.519297989031 0.993803217999 3
1.3693.11 2.02587668819 0.982355299023 -0.0139481526642 0.994855921849 1.34259849158 0.93550880923 0.0406553727157 0.947646785903 -0.0145964214712 0.99741505929 3
1.3804.26 2.0195538302 0.950000838891 -0.0221615082772 0.992038800874 0.429828975082 0.960403428253 0.0330570014842 0.9587818098 -0.474742180095 0.984311270734 3
1.3805.47 2.07731449317 0.97335652573 -0.0188253875585 0.987222707461 0.390190904652 0.948687440078 0.0419256711313 0.931509922974 0.383378858747 0.976177239575 3
1.3807.24 2.16108184712 0.984067850112 -0.0178909072174 0.997202893442 -0.936385317126 0.931549677989 0.0321400814406 0.956391212642 0.734327292111 0.992039556318 3
1.3808.12 1.4338168747 0.952558652702 -0.0239087984373 0.99379860503 -3.75736533958 0.964693214623 0.0400573746802 0.927121506614 1.07135054618 0.986181021374 3
1.3809.937 1.08194953323 0.99340325334 -0.0292160098014 0.99162468915 -2.27862214776 0.920174248124 0.0394362729881 0.966675715597 0.22945505618 0.994216166942 3
1.3809.938 1.68840051627 0.955532872991 -0.0155994652873 0.998667730506 0.539872424582 0.928942461933 0.0253491559433 0.967296322837 0.979038240918 0.991769589328 3
1.3810.11 0.947061703743 0.995708708123 -0.0375199383137 0.989209732735 -3.03758645144 0.963468791961 0.0424422414118 0.957247631004 -0.403471507353 0.963120683728 3
1.3812.15 1.18797288425 0.956710145869 -0.0224921653262 0.992964913247 0.242856553978 0.962493506229 0.0345390735878 0.9542441565 -0.00635267452401 0.995017466256 3
1.3812.18 1.3168607088 0.962856488233 -0.0173231604438 0.994389029881 1.52145409836 0.952081666314 0.0520144020755 0.978776850003 0.652478417266 0.975643613267 3
1.3813.7 1.57430151934 0.927314657756 -0.0117639797141 0.988544632658 -0.455850538502 0.929324327857 0.028958504503 0.961143372617 -1.04611862745 0.987158603113 3
1.3927.29 2.04081666542 0.97063791919 -0.0342872714149 0.998536559765 0.257918860948 0.97655354584 0.0188506741773 0.940352491728 0.04581133829 0.996977487978 3
1.3927.46 2.09974807426 0.962771526319 -0.0249566057746 0.997136985884 0.54094472655 0.952244290759 0.0213619905358 0.941221918813 0.0692458410351 0.994348552659 3
1.3927.58 2.0489522116 0.984207359492 -0.025857090819 0.99808065993 0.560712485631 0.936834354563 0.0314483121271 0.845329907092 0.905358126722 0.982088377907 3
1.3928.26 2.061637591 0.975757342418 -0.0147754086759 0.992530432625 0.54053370825 0.96586165237 0.041429937465 0.945726504554 -1.33072823779 0.991083783361 3
1.3929.107 2.12999465708 0.961703793427 -0.0338565404805 0.990916033603 -0.787646768826 0.966908260852 0.0331869941981 0.966150185043 0.895679738562 0.984805031811 3
1.3933.64 2.00653634884 0.981162146631 -0.022405609849 0.996405367305 0.589152195241 0.901156874377 0.0244843973 0.941387203772 0.54905 0.989830865789 3
1.4046.1615 2.10710991272 0.980650197363 -0.0282367566507 0.996281532495 0.850588950495 0.953267498063 0.039771335089 0.946621554891 0.180925072046 0.991278696026 3
1.4047.1441 2.02547020025 0.987581622704 -0.0371286253161 0.992420966642 -0.538014106287 0.944077983564 0.0234605976135 0.925013610577 -0.58384244671 0.987205218017 3
1.4048.28 1.9946336709 0.972313668456 -0.0107507181054 0.990785823196 -0.463348985071 0.924105013737 0.0268304526383 0.9432138419 2.23392391304 0.98925460256 3
1.4048.6 1.60520303726 0.975631314128 -0.0321418085972 0.996736449255 0.15219239131 0.967763640535 0.0445437140335 0.918076539481 -1.14139903846 0.961160261874 3
1.4049.1534 2.11101250224 0.948308806368 -0.0196984822283 0.996932483589 0.354978410507 0.830198424922 0.0342771200669 0.97118458273 -0.797394862036 0.99128903703 3
1.4052.55 2.30103864118 0.974665530246 -0.0216130084193 0.980481688458 -0.00189203559896 0.960708692569 0.0499122010656 0.927178145554 0.223394079556 0.982847192323 3
1.4053.53 2.06532628277 0.981248403861 -0.0150682610544 0.997003260831 -0.382795691344 0.956334343423 0.0774901727449 0.922890737092 2.24581759259 0.995419425084 3
1.4054.15 1.44003888263 0.993363656352 -0.0243336229978 0.995238251556 1.44293071603 0.952787980719 0.0332023119809 0.929576365721 -0.411612353568 0.992860435199 3
1.4055.2227 1.95496898648 0.965654220018 -0.0285733197953 0.993181290084 -4.55327719872 0.938001707699 0.0385367127616 0.950159094594 0.119064553991 0.985036201918 3
1.4171.24 1.82421268905 0.970760118584 -0.033489870389 0.997115002209 -1.120737485 0.68226046182 0.0381068758204 0.925161616175 1.10431190926 0.98518990488 3
1.4175.14 1.71497194723 0.969346375665 -0.00964769873821 0.974094181807 0.0417744321427 0.951328833432 0.0365227075062 0.952802909832 -1.11547246892 0.984063871988 3
1.4176.34 2.16235061944 0.976697502418 -0.0119436833439 0.98117318472 -0.389113501189 0.930371510549 0.041552669914 0.938603690206 0.15454283054 0.994896098172 3
1.4289.25 1.87478138127 0.98584323493 -0.0229141880021 0.998096815429 -0.0426760217645 0.952138753052 0.034906250462 0.96299724648 0.279753153153 0.983923876337 3
1.4291.35 2.13115538939 0.981848687663 -0.0174232202285 0.998392144335 -0.521589128438 0.959010685826 0.0311161819472 0.917909503435 0.250192523364 0.993875935146 3
1.4294.36 1.95199671685 0.990228273041 -0.0307438754213 0.994965688107 -0.0434236817549 0.971047358064 0.0339244084108 0.966372042858 -0.510527956004 0.993352440179 3
1.4296.70 2.15053565893 0.945606532096 -0.00935952902325 0.962437704462 -0.250385113584 0.934440111447 0.056036339188 0.972727151834 0.710421888791 0.989645388323 3
