Macho_id Sigma_B Sigma_B_comp Eta_B Eta_B_comp stetson_L_B stetson_L_B_comp CuSum_B CuSum_B_comp B-R B-R_comp stetson_J stetson_J_comp stetson_K stetson_K_comp skew skew_comp kurt kurt_comp std std_comp beyond1_std beyond1_std_comp max_slope max_slope_comp amplitude amplitude_comp med_abs_dev med_abs_dev_comp class
1.3567.1310 -0.0149623675038 0.639271644949 0.422964574027 0.778051384782 3.48342079167 0.629150077664 0.391073316064 0.749832548284 -0.313130769231 0.761116497274 3.5632067439 0.635277228995 0.780131491531 0.932189616731 0.716670165518 0.765578713892 2.25507028978e+16 0.921670545913 0.094005266594 0.634708332389 0.334065934066 0.775930785628 7.44416874355 0.651524046107 0.605 0.840794488415 0.046 0.550353803564 2
1.4176.155 -0.0107659982547 0.725206161395 0.302224860584 0.556104573326 4.66645030348 0.682378272322 0.413235767112 0.543085005621 -0.325867816092 0.945953546693 4.76851072374 0.690313410068 0.780920408471 0.689596368074 0.0398843714723 0.670485459036 3.9244674586e+16 0.890413750237 0.0768257304309 0.722804638261 0.4 0.601574645992 6.36223704742 -0.0120481927711 0.565 0.878554216867 0.0655 0.64414444181 2
1.4410.291 -0.0103767928641 0.938476866562 1.38375989913 0.682076307325 1.4257164777 0.803503713024 0.232015956652 0.665937134817 -0.344597590361 0.853255406369 1.62562838753 0.811202129758 0.699865822926 0.894393419818 2.30253733724 0.568205952552 9.08746489513e+17 0.850357403374 0.0662623360628 0.937968818927 0.196385542169 0.601108794983 5.27920291256 0.324894514768 1.258 0.974034404414 0.031 0.882688236881 2
1.4413.373 -0.0189286087932 0.931385696828 1.88989202772 0.703350435282 0.581454777359 0.90145314348 0.185243509583 0.817435688154 -0.391182352941 0.942779698461 1.56590901573 0.905388557526 0.296314094671 0.970532242837 -7.84929285511 0.764823750798 3.11323993254e+17 0.917823457675 0.121581082015 0.932282774091 0.0529411764706 0.923675739163 54.7854127242 0.533505939868 3.017 0.97038282231 0.035 0.897008165359 2
1.4530.136 -0.0110567181859 0.669712649729 0.318171183187 0.79724644476 2.86648159628 0.476686245942 0.402288826456 0.766059404116 -0.0422036144578 0.888721442249 2.98843882042 0.525079446827 0.765433877448 0.900270958781 -0.723197138485 0.900184699962 5.5216312002e+16 0.856578527679 0.0736898961925 0.672889569653 0.338554216867 0.818025744152 7.45282629372 0.766309639727 0.595 0.745020627138 0.0445 0.634217128023 2
1.4538.531 -0.0120128139276 0.897581487843 1.25928527331 0.73939736866 0.859721757062 0.507558034987 0.266894883763 0.717958850833 -0.311155263158 0.855943552281 0.930786452235 0.529336258613 0.737073429129 0.649063839462 1.45236245871 0.787257265068 6.55510828822e+15 0.935680992712 0.0737002573047 0.89491044715 0.273684210526 0.792003473747 3.1526797798 0.227941176471 0.688 0.866259770608 0.0445 0.673998232378 2
1.4653.105 -0.0075236267322 0.826396307839 0.383616989399 0.896512902053 3.13524869837 0.757733881879 0.361492765425 0.776658820917 -0.386206666667 0.747832776959 3.50708878158 0.752342231682 0.713391823566 0.83861647785 -0.253310647432 0.917175458811 1.65444843941e+17 0.549673070286 0.0567623947816 0.822777050248 0.322222222222 0.945419914367 5.63266948473 -0.0116279069767 0.299 0.815726019571 0.039 0.849453315829 2
1.4659.335 -0.00686063136365 0.613073802006 0.710189471669 0.792476042879 1.44757917899 0.773402919463 0.366538081967 0.786952204426 -0.3362 0.742549602831 1.56568637603 0.736434566796 0.737803050802 0.713760230946 0.140776900345 0.836935229041 2.49272074533e+16 0.740967793453 0.0477311011677 0.615809624489 0.323076923077 0.75375925691 5.06621878371 0.629564881143 0.485 0.364840058371 0.034 0.786732718506 2
10.4279.1493 -0.00799899007659 0.8709702106 0.151856840557 0.753162152996 4.09898760617 0.876289412595 0.384899810849 0.817502705455 -0.196549206349 0.715700494707 4.89302576239 0.893729767948 0.668500896698 0.881400525158 0.500755808567 0.892102149892 2.01598834915e+16 0.691364342834 0.0660799617462 0.870936792317 0.338095238095 0.812483489028 0.559841710509 0.924442902822 0.329 0.8765823855 0.041 0.816527840062 2
11.8751.968 -0.052489311433 0.734417125339 0.689435524907 0.827958124366 1.31230384806 0.758542277111 0.308278707937 0.903100863166 0.397269512195 0.879583267489 1.29591224179 0.746963238953 0.808093663272 0.70098653519 0.652510284849 0.667410258332 4.04005314878e+14 0.762138791986 0.258015883178 0.728478318404 0.318292682927 0.950746792234 22.3335420948 0.945982905983 2.105 0.666113968479 0.154 0.783797725583 2
11.9358.200 -0.010124982562 0.903100365769 1.11082538658 0.819401556438 1.16917927323 0.923210487281 0.198883562795 0.656884230655 0.0460594936709 0.942132840968 1.38803675533 0.913692126126 0.67217604754 0.859625665038 0.845933531606 0.943552067691 1.78819890241e+17 0.850791703271 0.0617831562507 0.90112177143 0.241772151899 0.942481321207 9.05333595219 0.935005734418 0.667 0.929540422974 0.0325 0.929459700771 2
11.9714.184 -0.0113633572158 0.951899168829 1.3917924827 0.953393994794 1.07160709432 0.949363979352 0.143844645596 0.894995514028 0.12030952381 0.892057266562 1.11350436305 0.946319233526 0.767974055281 0.85351700349 0.0383704601301 0.840205540669 1.70650143696e+17 0.849911367984 0.0651043530528 0.948574033434 0.254761904762 0.864646060555 26.1807519053 0.522467498682 0.709 0.784731220014 0.0395 0.939255811681 2
11.9720.68 -0.00676938948309 0.690050249962 0.546706801845 0.632306226469 4.32730063948 0.504143024771 0.354846794094 0.683945592885 -0.0611567567568 0.892951772152 4.46437318235 0.5347266625 0.773498488872 0.663538053227 0.642504347358 0.920436436862 1.08896475105e+16 0.888977336266 0.0514172454361 0.691291772107 0.389189189189 0.593106298701 5.41359895889 -0.030303030303 0.397 0.761877675574 0.0375 0.570956470137 2
12.10561.1161 -0.0106424268514 0.722031440777 1.01142051054 0.465792490773 1.81399287179 0.415557808675 0.317530447847 0.540433577642 -0.113131343284 0.808022002041 1.87411624135 0.429959262311 0.772399427396 0.833665808908 -0.238255806587 0.715869454401 4.98196612361e+16 0.903059589146 0.0674750194182 0.722008287967 0.289552238806 0.83325392755 8.71443468047 0.713907176255 0.653 0.966437164243 0.046 0.531979391965 2
12.10684.267 -0.0149847657805 0.731275432458 1.32748631114 0.737549264317 1.64718261978 0.874832965943 0.277586201808 0.752869674455 -0.0809515151515 0.674741815636 2.13633253791 0.861860816963 0.615284234667 0.874534840431 -0.278462752628 0.812750572006 4.48691465799e+16 0.797363175773 0.0885356041663 0.726147099466 0.271212121212 0.922940925247 6.0330701634 0.90025930623 1.237 0.717551030104 0.047 0.821052362626 2
12.10926.76 -0.00717212113148 0.548969426543 1.46542762383 0.703309178379 1.48722326637 0.867124973867 0.203984455314 0.75898526299 -0.0814769230769 0.885247344437 2.05880744847 0.820685146132 0.576452240567 0.583009663802 11.2493401903 0.435461933961 5.8900624261e+18 0.906931948592 0.0510628873904 0.551435803771 0.103076923077 0.534923739211 16.3116341455 0.675089540285 1.24 0.344656503515 0.021 0.827080088196 2
13.6689.2365 -0.00765890937334 0.630544204913 1.04294221454 0.645553907538 1.25614855911 0.812424515167 0.265178484206 0.718840756723 -0.276445454545 0.896552456412 1.30666213694 0.796729015183 0.767150529458 0.807572882052 0.500373305592 0.854110443435 4.63249657965e+15 0.675979563459 0.0509070299434 0.626372934193 0.369696969697 0.856986628315 1.96367206632 0.685157421289 0.265 0.926108374384 0.0355 0.785313686082 2
