#Macho_id Sigma_B Sigma_B_comp Eta_B Eta_B_comp stetson_L_B stetson_L_B_comp CuSum_B CuSum_B_comp B-R B-R_comp label
18.3445.4646 0.7828832667 0.761618599067 -0.0148574379538 0.927196103238 1.10828182021 0.860830000971 0.339195788679 0.882971425585 -0.402389705882 0.945938363131 2
18.3446.4192 1.13477961483 0.735473982188 -0.00401650421264 0.955996004237 1.23831843946 0.734411945381 0.326353310279 0.672995336109 -0.416173611111 0.917838501353 2
19.3574.89 1.77618562194 0.910373100406 -0.00273115193347 0.840481832056 0.367246994079 0.781286839285 0.141641951232 0.737202978637 -0.435319148936 0.876407146389 2
19.3817.109 0.950449229199 0.805221922363 -0.00488166482443 0.763723669441 0.862946764473 0.7938925219 0.25856434027 0.721526067203 -0.432096774194 0.953632877131 2
19.4306.88 1.6014054511 0.90711962525 -0.00827499367488 0.718900184856 1.0326028309 0.769456854973 0.243140612101 0.756802554858 0.0634220779221 0.9397338248 2
206.16717.81 0.857288778014 0.908508106906 -0.00311404261718 0.982534454089 2.20440388346 0.488474508289 0.366813066375 0.556023882261 -0.318184971098 0.884459229108 2
206.16943.1467 1.62843018021 0.968854839204 -0.00642409378885 0.979350132392 0.634362281314 0.639298957155 0.237841231745 0.659415244711 -0.39031547619 0.855585476609 2
206.17003.54 0.484443232944 0.920802283342 -0.00835361776467 0.858994850415 3.95853440748 0.774050948363 0.336130675686 0.793282994153 -0.0416987951807 0.96238209166 2
207.16253.210 1.87106531042 0.900434178559 -0.00522737724528 0.959374756315 0.371797210065 0.668580793088 0.148534391488 0.633357437182 0.461124087591 0.933596149011 2
207.16256.307 0.250587010529 0.950199032259 -0.0150021937994 0.698084365017 3.39004540108 0.570272270386 0.409376839077 0.756727238782 -0.0642686567164 0.965866008756 2
207.16259.243 0.878718340546 0.983757034585 -0.00634095817566 0.785777081935 1.00514171087 0.897720298989 0.287479258007 0.851745193599 -0.462426395939 0.966678102041 2
207.16309.362 1.71505643819 0.751151773334 -0.00800400673279 0.971145907727 0.0895347944567 0.626381412035 0.120483894765 0.912699987293 -0.485036842105 0.792831626631 2
207.16369.202 1.29178774678 0.78635427114 -0.00409283807393 0.782497780727 0.732016138552 0.743247414876 0.244233557874 0.660139070786 -0.541724867725 0.797225466855 2
207.16370.107 0.481305355138 0.901502752719 -0.0113059533974 0.795312459082 3.48114901208 0.777195090098 0.357474463727 0.807180520045 0.711645502646 0.927118307182 2
207.16483.111 0.223337335609 0.993012685004 -0.00590629896781 0.918207545108 3.29073064327 0.726553242792 0.344677118116 0.598300939582 -0.216542553191 0.987088368356 2
208.15912.448 1.73585809214 0.863619189608 -0.0221906380885 0.729089781007 0.510772999901 0.669060698744 0.18352941789 0.829358594984 0.689725388601 0.973817671667 2
211.16249.191 1.57431515025 0.980001939255 -0.0109874787031 0.882476796674 0.241931493174 0.650843526583 0.177413329595 0.741043340081 -0.179874015748 0.951537214205 2
211.16301.73 0.661094519447 0.567678169102 -0.00557509160055 0.973641644474 1.59684630804 0.541088042471 0.400953327584 0.585159516124 -0.501294573643 0.909701190471 2
211.16419.222 1.07660843121 0.953994523287 -0.0142998034619 0.916524733916 1.4146751861 0.551190821735 0.301902142816 0.646932645946 0.409803468208 0.832212518023 2
211.16538.130 1.19351636306 0.82545417123 -0.0034472971563 0.96020000165 0.722986827294 0.79313268658 0.291087158012 0.772365676111 -0.354675 0.96759033679 2
211.16591.58 1.44637182838 0.945661893727 -0.0115576120421 0.960339469774 1.30132148339 0.868926706001 0.200518263279 0.794085769903 1.06148587571 0.971802552818 2
211.16766.157 1.85916128293 0.840390583159 -0.00849959812398 0.945517631929 0.0266037966718 0.494349663288 0.133187565729 0.538220795704 -0.450716981132 0.958917334533 2
211.16816.33 1.03851011987 0.911460407351 -0.00752086716098 0.619309246241 0.70029395204 0.702539788355 0.286710697106 0.695680907466 -0.47531097561 0.954819865244 2
212.15675.121 1.44157016226 0.953439172413 -0.00536486875007 0.925949832602 0.740721393624 0.763714920239 0.199899641848 0.555742213415 -0.0675434782609 0.935782900452 2
212.15681.412 0.27576002163 0.642821836911 -0.0644958349125 0.930937843027 2.62383470582 0.623761388145 0.4156909232 0.692747819828 0.329278947368 0.957132134827 2
212.15734.4938 1.24231599577 0.865854470563 -0.0288087311502 0.955947929333 -0.160555232566 0.688692279017 0.249697422332 0.811641912508 0.504770833333 0.879828919893 2
212.15790.340 1.39767520665 0.88270621978 -0.00624245344328 0.955564013157 0.728915043609 0.808649469818 0.216694686777 0.888516139373 0.201572164948 0.897996412616 2
212.15843.58 1.03449413566 0.786811890718 -0.00488985747256 0.982894837009 0.716251735809 0.863260214942 0.321317266579 0.750119942277 -0.243867021277 0.915536204832 2
212.15851.175 0.472464527177 0.829003077031 -0.00628364141068 0.837163902151 0.257751849225 0.705717227367 0.385941131365 0.731199260012 1.6080872093 0.93284806183 2
212.16020.57 1.32631885471 0.901916581914 -0.0017021939998 0.845384677218 0.0429517132894 0.77374125618 0.221304644262 0.75572291509 -2.83240414508 0.944381694418 2
212.16071.186 1.36409797562 0.773950546754 -0.00791878405346 0.680009955368 0.0474738546554 0.598102892391 0.217798374501 0.791297156039 0.767039106145 0.769734825901 2
212.16076.102 1.98492128846 0.909499804529 -0.00595042787188 0.944964343973 0.0614672985837 0.126362738037 0.148117414533 0.370470818754 -0.4021875 0.758114269382 2
212.16076.3964 1.68923193486 0.951247844448 -0.0153269814936 0.911135868248 -0.137168488686 0.693048776907 0.171312964319 0.798027633037 -1.76413333333 0.637007771162 2
213.15561.115 0.497211234861 0.621653169595 -0.00488725339242 0.59829907268 2.81456245771 0.599096696867 0.412829218742 0.483922978234 -0.472293413174 0.56303873391 2
22.4873.3357 1.1698496416 0.909731183256 -0.00396319398581 0.91788842382 1.28067537693 0.699836951457 0.291145484037 0.801176158252 -1.07936842105 0.643548493932 2
24.2740.150 1.90259737819 0.960251418738 -0.00573672542453 0.959247970236 0.0386067164654 0.488350895679 0.104416459698 0.736891537622 0.887933333333 0.812464987894 2
24.2741.38 0.869242534785 0.879500380525 -0.00488011349521 0.852682109999 -1.01935716926 0.545381167279 0.320274007943 0.546913517945 -1.13137254902 0.790568266816 2
24.2853.51 1.73960206184 0.870848176896 -0.00381970060894 0.69098048025 0.867360526207 0.48361882845 0.20510624931 0.540872720853 -0.743176470588 0.762006665462 2
24.2854.74 0.56474549206 0.64126637827 -0.0114486475951 0.800187818119 -3.77784579342 0.496522648818 0.412942992207 0.525226066353 -0.658057692308 0.677183511043 2
24.2854.92 0.573698425976 0.969808877795 -0.00665037293291 0.880599269912 -0.70493075469 0.779195566853 0.355605236405 0.744232014552 0.0553246753247 0.681169646872 2
24.2862.82 1.72295075734 0.961495883783 -0.00288034010716 0.914713519371 -0.597952854731 0.319832610093 0.211936744769 0.287969007634 -0.268322580645 0.845101911647 2
24.3105.48 0.158561900979 0.878498587799 -0.0088954715066 0.794414409458 1.06874255456 0.589093743476 0.430199249693 0.670720460613 -0.616807692308 0.845066374864 2
5.4652.8060 1.54473082822 0.953779353326 -0.00546994085438 0.987912477319 -0.287056710238 0.680277488314 0.217366266391 0.835710388849 -0.0128201058201 0.913936481403 2
53.3362.75 1.11245145484 0.680991664664 -0.0176655205327 0.74277743857 0.386716870129 0.57378363031 0.253925464779 0.451957431178 -1.97214285714 0.809612528585 2
55.3367.61 0.320497112212 0.834044500548 -0.00565624539383 0.831187452848 1.76261270942 0.513460361803 0.390914926339 0.497131429941 -1.44872131148 0.550547908802 2
55.3488.113 0.974804409336 0.939889786592 -0.0167477547358 0.923091968402 2.47629927679 0.620925768966 0.326394059021 0.516235377566 -0.868671875 0.95968742442 2
60.6984.54 1.92161577414 0.918622734385 -0.00521360420717 0.607272708114 0.010037897969 0.5367065037 0.159353608394 0.396936480203 0.606254901961 0.88984566484 2
60.6990.36 1.27262648663 0.870819869001 -0.00259243445249 0.886448548642 0.62632367926 -1.0 0.278579675868 -1.0 -1.04408695652 0.716114119754 2
62.6636.1755 0.43993235858 0.691288513607 -0.00380321330351 0.383263013928 1.03184656312 0.502628218253 0.445159055561 0.644635912586 -0.59905 0.87994790523 2
62.6749.2315 1.49255816865 0.887300378129 -0.00335633581031 0.962370162359 0.129849692337 0.656095728447 0.21909134056 0.633996649966 -1.46807142857 0.836255183439 2
7.7180.314 1.7757894072 0.934602726364 -0.00680027866594 0.982971890868 -0.450297685994 0.833299400026 0.206188611487 0.769965398613 0.07825 0.692936833258 2
7.7662.182 0.730233494006 0.968759544308 -0.00659590707594 0.943651075134 -0.469611377554 0.661511715793 0.205644235328 0.582380084208 -0.557078947368 0.91005582652 2
7.8387.210 1.74389354584 0.937653637765 -0.0104048335007 0.661888481459 0.1814680756 0.716794708128 0.140355200837 0.652963509363 0.508181034483 0.951006126743 2
7.8389.147 1.00591339406 0.961683608009 -0.0112742414879 0.913621219947 0.630919748353 0.743653722881 0.294367273704 0.775935338891 -0.565678571429 0.951291880321 2
78.5860.310 1.17036470036 0.911283632514 -0.00540265313661 0.957125655204 -0.2439264066 0.657092899668 0.270774832631 0.834742659238 -0.487330033003 0.905016667946 2
78.6100.453 1.30065523185 0.918286387841 -0.0071213695717 0.910464275736 -0.302680628749 0.870948088974 0.229685102905 0.765073110959 -0.424926421405 0.803224811985 2
78.6342.306 1.60956727192 0.925694300822 -0.0131223834197 0.894492915467 -0.383441334307 0.654870554517 0.14358599864 0.683268339264 -0.907051470588 0.920050282565 2
78.6827.881 0.762232404859 0.962152663047 -0.0546289935531 0.830085033432 -0.155744512783 0.798413698375 0.274890176166 0.816922658932 1.47761151079 0.785957094081 2
79.4655.4750 0.776123415076 0.946951062221 -0.0157169982674 0.927550156837 -0.150232542941 0.83508097155 0.339135745086 0.945178991723 0.555462745098 0.869676547301 2
79.4656.3643 1.44141498564 0.870993509997 -0.0517809150522 0.861431135805 0.309972816257 0.65734692041 0.259169425357 0.703005474866 0.661691780822 0.911396126739 2
79.4772.148 1.84075770111 0.978412471882 -0.00389944773832 0.931754755536 0.481399780736 0.850652585963 0.178747104158 0.8377061138 -0.614897810219 0.947490104579 2
79.4898.216 0.877001491199 0.743189966681 -0.00705950878566 0.800617430185 0.244475002168 0.552425820811 0.351196900439 0.653765132434 -0.926428571429 0.929336861885 2
79.4900.413 1.76669659827 0.982794701825 -0.00762894406549 0.816477822642 -0.00670877524383 0.801045026536 0.168800901255 0.86427444683 -0.00965900383142 0.881359630852 2
79.5377.288 1.85076534103 0.976253819021 -0.00543990174082 0.894920274088 0.00845563199482 0.901997662541 0.144319223712 0.76827112549 0.530831541219 0.673830045351 2
80.6708.5218 1.07040454433 0.899623703492 -0.00676605760274 0.877515904604 0.321397342731 0.843361053937 0.22154022045 0.834183279237 -1.14353358209 0.911193476184 2
80.7071.3521 1.52518679861 0.965664019125 -0.0221429241403 0.933379898302 0.165203241158 0.833993057908 0.146083654861 0.746164328758 1.86900724638 0.940839536945 2
81.8519.234 1.37408045375 0.852745593704 -0.0123950946811 0.952021097649 0.0191727795688 0.871610857376 0.252191526976 0.470319466338 0.20179558011 0.749143794935 2
81.8520.155 0.843509323519 0.942646458188 -0.00605954903695 0.97491689797 -0.357194999329 0.881333086317 0.167648875228 0.62103360754 -0.739254237288 0.93775340582 2
81.8756.399 2.13157223625 0.978903732711 -0.00984380327242 0.93735586972 -0.114333042354 0.920962326673 0.0921809115401 0.837115611278 0.469280898876 0.900348606545 2
81.8884.125 1.48086605635 0.944585635885 -0.00416859958989 0.950621539066 0.579618569992 0.601257259647 0.239012249947 0.731352018472 -0.611227272727 0.774920445149 2
81.8885.145 1.95067829977 0.928554075812 -0.00364444882142 0.935287033677 -0.32074700591 0.85398534539 0.192917596816 0.835078031949 -1.2386300578 0.77036375775 2
81.9361.377 1.00059827138 0.945123324366 -0.0125640410437 0.751427579242 -0.193115488867 0.632275821277 0.335365465378 0.685276644542 0.978709497207 0.727644373107 2
81.9362.110 1.46953366238 0.904929158573 -0.005387082008 0.942209224864 -0.490507379031 0.813861422236 0.195173368493 0.667655457208 -0.518563953488 0.807758648462 2
9.4270.31 1.88609650215 0.956125106362 -0.00281106279239 0.972276207131 0.197034368801 0.612139154609 0.144558431972 0.529558039856 -1.82159130435 0.72257753426 2
9.4512.139 1.53874611328 0.95990547705 -0.00579754170584 0.910721679316 0.0617590616914 0.823589633481 0.187283539226 0.845994264445 -0.213520833333 0.875855247338 2
9.4520.158 2.00044781849 0.945451433588 -0.00336119582619 0.899806519543 0.0135419178496 0.774818710582 0.123362678225 0.807986765414 -1.91630456853 0.935643061943 2
1.3441.15 1.07848230715 0.888955633661 -0.0287184290423 0.982258856738 3.37231945921 0.727097481015 0.125065998256 0.834695746492 -1.2681641791 0.97954877997 3
1.3441.45 2.33819562756 0.936574265751 -0.0289088631025 0.950055659846 -2.09002928849 0.703835957665 0.0854833562169 0.816760856446 0.211056451613 0.950460385649 3
1.3443.26 2.12524407095 0.972273920772 -0.0175777994095 0.970454042675 -0.0760808897595 0.808750471193 0.0857771350183 0.740066442953 0.07268 0.95287701009 3
1.3443.30 1.8304701672 0.936679254648 -0.0198197277418 0.911482227868 -1.82939440378 0.793834013783 0.0750834738977 0.920714029218 0.0361806167401 0.9513068207 3
1.3447.36 1.69626537706 0.917278350489 -0.0292571129898 0.984590144767 4.67565029439 0.87875306059 0.103304883793 0.8171500705 1.801625 0.986517884471 3
1.3448.13 0.648418267258 0.964788169631 -0.0284296978005 0.967292313828 -5.00532501814 0.918856230258 0.0972738273816 0.632941845847 -1.57605022831 0.950239476199 3
1.3449.62 1.56535587869 0.948659626051 -0.0233759344295 0.938622820947 -3.68384559524 0.6222126988 0.184962867876 0.509447556389 -0.0321764705882 0.905498251796 3
1.3451.33 1.32484822925 0.980680504524 -0.0256463983389 0.976184397772 3.15980232766 0.864299510496 0.0883527268275 0.824636343569 1.12784117647 0.943344748401 3
1.3451.9 1.80873598281 0.944504648644 -0.0201529894962 0.880872125714 -3.36895175843 0.532846427851 0.0892003115979 0.72015967059 1.1871484375 0.938419686217 3
1.3562.12 1.05767362487 0.910409250925 -0.0193245232991 0.981470561114 0.79279585488 0.696862242575 0.174552637035 0.878555213278 -0.367323529412 0.862913024875 3
1.3563.34 2.13621922817 0.784875814805 -0.0215375464054 0.920238306402 -4.10747146164 0.564514168711 0.164261287925 0.530175290425 -0.279707692308 0.875991503302 3
1.3565.47 2.08610206019 0.92583934638 -0.0266007787497 0.963163546803 -2.45198797411 0.750977446919 0.0850733388506 0.478865804053 -0.360402985075 0.94769186145 3
1.3565.87 1.81259895958 0.928026162599 -0.0132814401693 0.991284679328 0.216126365651 0.828201643098 0.101241899984 0.870826160583 0.0134155251142 0.983427081825 3
1.3567.1010 1.78831498919 0.968940713395 -0.0259803332738 0.964978378055 -4.89047101267 0.890097384674 0.0862993331485 0.835692568403 1.24903167421 0.943609059369 3
1.3570.29 1.77597325587 0.937451376672 -0.0151580533553 0.983538204469 1.37659507864 0.786866458637 0.0751031607151 0.888749210224 -0.20759009009 0.969019922688 3
1.3570.32 1.98837218626 0.938098103836 -0.0249560564982 0.96238559804 1.9583300252 0.713612464187 0.0953524066263 0.896710107548 0.690206278027 0.95856549215 3
1.3571.25 1.85750082632 0.952116974956 -0.00822973248321 0.968690993396 -0.706635877293 0.770359823577 0.0776215179563 0.822885193399 -0.180932126697 0.950670406922 3
1.3571.31 2.01969040397 0.945319359229 -0.0298447976484 0.981654158548 6.16391881207 0.869433162251 0.0552718994158 0.738454395695 0.0487546296296 0.935600565376 3
1.3572.23 2.23834874641 0.926704113392 -0.0465804519291 0.97433599941 0.620877561161 0.663025171781 0.0708602948585 0.646901729639 0.566325203252 0.97201238851 3
1.3683.25 2.2270052799 0.962693222974 -0.0167640296309 0.930018724979 -3.64451922868 0.797777749859 0.065898422572 0.659153079578 -0.171056451613 0.895100904498 3
1.3685.41 2.00072048857 0.819993751936 -0.0326938170615 0.936949474126 3.30641521845 0.848843448381 0.0914522107953 0.634500243589 2.22237903226 0.955863423626 3
1.3686.7 0.459705327536 0.985093725369 -0.0361249273436 0.960590427651 3.8328361029 0.861999815185 0.0909068430343 0.787240338692 -0.390295454545 0.940608349774 3
1.3689.21 0.63465630551 0.984200075796 -0.0144325667412 0.965656328535 2.80208861875 0.715064791359 0.137544943502 0.884521369116 -0.531241071429 0.937047027497 3
1.3691.19 1.80109608622 0.939488454854 -0.0177120624188 0.990471163892 1.61459240901 0.897968927308 0.0832324717983 0.880267777574 -0.295085201794 0.988073385795 3
1.3691.32 1.7644443647 0.964603208127 -0.0167060014794 0.993986070091 0.428706595606 0.662363739657 0.0888728520792 0.884048675008 0.180022727273 0.959558231283 3
1.3691.37 1.75362282908 0.949976588624 -0.0219544046787 0.932014054079 -0.252345562629 0.87217280809 0.0749856685785 0.637028641587 1.65633936652 0.962249752934 3
1.3692.16 0.637762719278 0.957997379825 -0.0315813506314 0.976254900515 -6.53088898628 0.740862419684 0.0956081740542 0.893904308352 0.186896860987 0.961075755701 3
1.3692.17 0.541961323365 0.984050636237 -0.0246116598511 0.966438300662 2.50664705111 0.881523598774 0.14045984345 0.779888352732 -0.4988 0.978161092323 3
1.3693.11 1.82487444681 0.958471170441 -0.0135548299701 0.982995218277 3.76994259827 0.721585407182 0.0873089807335 0.853902972499 -0.0249306930693 0.987712684049 3
1.3804.26 1.60834768808 0.966146746865 -0.0225623979809 0.96098506233 1.38914240399 0.772444323987 0.0929060493219 0.881989290247 -0.447797169811 0.927563168052 3
1.3805.47 1.74690741632 0.955699802518 -0.0210151055756 0.946835818755 0.145971287707 0.73886238932 0.0672076909354 0.679691739401 0.370148837209 0.885134451035 3
1.3807.24 2.07089613502 0.972517934504 -0.0176906546674 0.986313868674 -1.84711188984 0.773355721517 0.085493501234 0.830954988015 0.721412698413 0.962512032528 3
1.3808.12 0.936400694777 0.921642270055 -0.0239942996028 0.972903778809 -5.48621071606 0.839779032471 0.0933996897022 0.675547638976 1.08588669951 0.968251460922 3
1.3809.937 0.666090373412 0.986649569809 -0.0286411317423 0.965933895459 -9.25542250051 0.757553153122 0.0816239088581 0.870963135668 0.21143255814 0.97515202328 3
1.3809.938 1.42985981338 0.817072827206 -0.0158131657964 0.993444266872 -7.60178919425 0.604235675947 0.0645798473346 0.886601929307 0.9891 0.979148466306 3
1.3810.11 0.548437208655 0.99035809989 -0.0362320069414 0.953668676449 4.1141963251 0.852232697119 0.124699293697 0.879986198284 -0.373401826484 0.923128822935 3
1.3812.15 0.767440551395 0.974792311737 -0.0226312629902 0.964214485062 1.73110861193 0.855412771079 0.105670779623 0.877705525954 -0.00383783783784 0.975440510941 3
1.3812.18 0.901219321306 0.948030273511 -0.0180073970106 0.974928419205 2.65757444906 0.858205047273 0.0755489622931 0.914479923342 0.640754464286 0.902042394236 3
1.3813.7 1.15080918539 0.92135124747 -0.0128156961156 0.964975719057 1.99420718024 0.688629521854 0.078258004575 0.858662250907 -1.04865853659 0.943643278201 3
1.3927.29 1.52959558506 0.944207693807 -0.0326661223027 0.993926346518 0.908787574743 0.883997093329 0.0861623290997 0.829783682441 0.0500509259259 0.985029634906 3
1.3927.46 1.75442407885 0.912988199522 -0.0253474726039 0.98574481993 1.48688063996 0.825761523372 0.0578102324986 0.812045537774 0.0716467889908 0.984282291243 3
1.3927.58 1.64021840511 0.946509517435 -0.0265563068297 0.991442842122 0.110237782449 0.756259384792 0.0963994198664 0.794974525363 0.88600456621 0.917536801402 3
1.3928.26 1.73506207899 0.951486676733 -0.0149143337404 0.979421256029 -0.395444906741 0.813290380811 0.0852850082454 0.802048414762 -1.33524736842 0.971508625247 3
1.3929.107 1.70754262422 0.961761521862 -0.0334969718255 0.955741281343 -2.16488705122 0.879769926792 0.0761390990217 0.891931725699 0.886530232558 0.972641243354 3
1.3933.64 1.8640575263 0.919844820126 -0.0227182609257 0.982370301298 -2.80490659081 0.864291842179 0.0831351800135 0.841007157817 0.553107981221 0.97568037518 3
1.4046.1615 1.95822650826 0.924931725499 -0.0283106594244 0.981707980654 -0.110696290663 0.765365336255 0.0532947042556 0.753083966196 0.175354066986 0.956342329317 3
1.4047.1441 1.88070621663 0.960134958062 -0.0380374211096 0.962886585861 0.271302828556 0.659227890094 0.0533201354023 0.720284474763 -0.580815668203 0.936665387085 3
1.4048.28 1.8249365395 0.887400929157 -0.0101551172185 0.965386966274 1.81360020681 0.821267813152 0.0840124385302 0.888419331496 2.23714864865 0.953973435752 3
1.4048.6 1.12258253511 0.948019423019 -0.0323265875718 0.986956051884 -1.3529402554 0.836520775517 0.126638413395 0.883325759835 -1.1271722488 0.91383983394 3
1.4049.1534 1.79344220902 0.899329309346 -0.0197953671091 0.985447973773 -0.700443116687 0.760538194392 0.0543869794825 0.865745048325 -0.797502369668 0.966835123693 3
1.4052.55 2.24762810132 0.970246195742 -0.0207648786648 0.97751221881 0.299055597216 0.86235102788 0.0784938946419 0.875720289171 0.211852534562 0.968405967061 3
1.4053.53 2.03882446647 0.905561690796 -0.0151618236172 0.985919214509 -0.72733331956 0.906029425853 0.116194061567 0.770748380706 2.24625806452 0.98378077 3
1.4054.15 1.20613726963 0.985829180055 -0.0230712435854 0.978984454371 1.83015551812 0.785443700233 0.0844415266746 0.797145887748 -0.442777777778 0.968040275261 3
1.4055.2227 1.69578268625 0.95783122136 -0.0294327329011 0.973553856489 -8.71524299968 0.775303388266 0.0843586274795 0.856145277994 0.135005813953 0.950102417407 3
1.4171.24 1.31697354549 0.980609452539 -0.0340138916566 0.985869296316 -26.2949191693 0.580067553874 0.0856402569169 0.796632489821 1.11722065728 0.945298485214 3
1.4175.14 1.36201312957 0.95209349193 -0.00969528014071 0.910785005183 0.722032237102 0.760501944938 0.0973488504591 0.851880375013 -1.11753982301 0.924832076946 3
1.4176.34 1.96951893075 0.962587356216 -0.0127039219732 0.903690812294 -0.637237731641 0.785871405179 0.107206259826 0.84528709784 0.150935185185 0.986886448237 3
1.4289.25 1.57514775772 0.980270912731 -0.0234105229294 0.991379642823 -0.131448919404 0.84410676961 0.0874913878988 0.893671909459 0.257237668161 0.955724085326 3
1.4291.35 1.97901130897 0.943442286074 -0.0180012420285 0.993621375492 1.16745143377 0.897342774779 0.0712116244716 0.656073442168 0.2524 0.97477384779 3
1.4294.36 1.76030895762 0.96641771352 -0.0315928133659 0.97454924312 0.226081681866 0.858159867583 0.055661622377 0.899176795604 -0.507529680365 0.967996899108 3
1.4296.70 1.71856008499 0.90394356085 -0.0105092716391 0.970508368417 0.30624675512 0.68345857861 0.131135046382 0.92896350286 0.72699122807 0.966786079632 3
1.4412.29 2.29645418016 0.896012504264 -0.0304530736812 0.979338222694 1.26038646921 0.79285291403 0.0635053749363 0.565681825533 0.181731182796 0.959496357231 3
1.4414.42 1.84341108756 0.964725434653 -0.017827811559 0.990769530418 -0.25081533125 0.709083958363 0.0613805680794 0.754170787121 -0.386912087912 0.962928728633 3
